filename,artifact_role,source_pdf_page,dpi,width_px,height_px,bytes,sha256,inspection_result,inspection_scope,model_provenance
page-464.png,page_render,464,120,993,1404,193982,319d6bc2c066ce999f3c5ea4ff365a679e15fd1beea1f8d072b203896c8f7bfc,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-465.png,page_render,465,120,993,1404,178676,81b3a840040885f8606f908f8a66f6920c9ff2c0aa153dfed1b0bb53d36354e7,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-466.png,page_render,466,120,993,1404,186115,6c99c50793ec3cb864c4f6a02ac90dffc961954103d66fd3d41c8ac80249c392,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-467.png,page_render,467,120,993,1404,202717,cff1a023470268a30c100c4ae5b602e130963f417468a9c4d7a9d2ea439c899e,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-468.png,page_render,468,120,993,1404,192741,80f615f2bb2ab54eb16a75191ed243c3d54d2bb4431c482b1f9fc91c735648fe,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-469.png,page_render,469,120,993,1404,166432,5062ecca201b171502d8e78bfbfa1284f23ec7865d06ccd1f66e0101a3d4f488,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-470.png,page_render,470,120,993,1404,153638,f231eb5c117dbe1526e0f708990197b62158510bde3b7dc7a2f497a1248675e3,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-471.png,page_render,471,120,993,1404,193164,d65dc6ae20a0b751bea9e205bdb11cf0023ee17266ad11eb299d189e9006a330,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-472.png,page_render,472,120,993,1404,174349,9c71d973ff7fd3bef4f505c510a8187594a5b69d6aa4e20a45436f9f9ba3d156,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
contact-sheet.png,contact_sheet,438-472,120 thumbnails,1908,3938,2749837,953f33608c3b4064f9e7103b735774b03feb3402e27bdba28f8cf5ac4cf3c236,PASS,all 35 rendered pages,"OpenAI Codex gpt-5.6-sol, Ultra"
